cluster_id2,GUASTO CAVO
202301180204_29,False
202301180204_33,True
202301180204_4,True
202301180204_6,False
202301180206_12,True
202301180206_13,True
202301180206_15,True
202301180206_16,True
202301180206_17,True
202301180206_19,True
202301180206_2,True
202301180206_21,True
202301180206_22,True
202301180206_24,True
202301180206_27,True
202301180206_29,True
202301180206_30,True
202301180206_31,True
202301180206_6,False
202301180208_1,True
202301180208_20,True
202301180208_29,True
202301180208_31,True
202301180208_32,True
202301180208_35,True
202301180208_37,True
202301180208_38,True
202301180208_4,True
202301180208_42,True
202301180208_5,True
202301180214_14,True
202301180216_4,True
202301180218_2,True
202301180222_7,True
202301180224_1,True
202301180224_15,True
202301180236_12,True
202301180238_2,True
202301180246_1,True
202301180246_8,True
202301180250_1,True
202301180252_11,True
202301180252_2,True
202301180344_3,True
202301180344_5,True
202301180356_5,True
202301180356_6,True
202301180358_18,True
202301180402_6,True
202301180402_7,True
202301180404_1,True
202301180406_6,True
202301180408_10,True
202301180408_2,True
202301180408_31,True
202301180408_8,True
202301180412_2,True
202301180416_4,True
202301180418_7,True
202301180434_6,True
202301180438_3,True
202301180440_5,True
202301180442_1,True
202301180444_3,True
202301180456_10,True
202301180458_5,True
202301180526_1,True
202301180526_2,True
202301180546_6,True
202301180652_15,False
202301180652_16,False
202301180652_2,False
202301180652_20,False
202301180652_3,False
202301180652_4,False
202301180652_7,False
202301190212_5,True
202301191428_63,False
202301200202_10,True
202301200204_5,True
202301200204_8,True
202301200322_7,True
202301200324_2,True
202301200420_6,True
202301200420_8,True
202301200428_7,True
202301200440_6,True
202301240058_4,True
202301240204_10,True
202301240214_17,True
202301250158_16,True
202301250200_10,True
202301250200_15,True
202301250200_4,True
202301250200_9,True
202301250202_2,True
202301250202_3,True
202301250202_8,True
202301250204_10,True
202301250204_11,True
202301250204_3,True
202301250204_7,True
202301250206_11,False
202301250206_17,True
202301250206_19,True
202301250212_4,False
202301250212_5,False
202301250212_9,False
202301250216_6,False
202301250316_1,False
202301250346_3,True
202301250352_4,True
202301250352_8,True
202301250358_2,False
202301250438_4,False
202301260112_6,True
202301260218_5,True
202301260218_7,True
202301270158_6,True
202301270200_13,True
202301270200_7,True
202301270202_2,True
202301270202_5,True
202301270202_6,True
202301270204_1,True
202301270204_13,True
202301270204_14,True
202301270204_15,True
202301270204_17,True
202301270204_24,True
202301270204_7,True
202301270206_24,True
202301270206_9,True
202301270210_17,True
202301270212_7,True
202301270344_2,True
202301270354_9,True
202301270422_9,True
202301310012_1,True
202301310104_11,True
202301310106_11,True
202301310106_12,True
202301310108_19,True
202301310108_8,True
202301310108_9,True
202301310110_1,True
202301310110_11,True
202301310132_22,True
202301310138_14,True
202301310140_12,True
202301310140_13,True
202301310140_5,True
202301310202_15,False
202301310206_4,False
202301310206_7,False
202301310212_11,True
202301310244_5,True
202301310244_9,True
202301310258_13,True
202301310258_3,True
202301310314_3,True
202301310314_9,True
202301310342_9,True
202302010106_24,True
202302010158_12,True
202302010202_1,True
202302010202_10,True
202302010202_16,True
202302010202_20,True
202302010202_7,True
202302010204_1,True
202302010204_12,True
202302010204_15,True
202302010204_17,True
202302010204_3,True
202302010204_4,True
202302010204_5,True
202302010204_6,True
202302010204_7,True
202302010206_4,True
202302010208_1,True
202302010210_11,True
202302010210_14,True
202302010210_5,True
202302010210_9,True
202302010212_6,True
202302010216_7,True
202302010222_12,True
202302010224_1,True
202302010224_13,True
202302010224_8,True
202302010232_23,True
202302010244_11,True
202302010314_4,True
202302010332_5,True
202302010336_5,True
202302010336_8,True
202302010342_17,True
202302010352_15,True
202302010412_3,True
202302010418_1,True
202302010418_10,True
202302010422_13,True
202302010422_9,True
202302010426_1,True
202302010446_6,True
202302010448_1,True
202302010448_4,True
202302010448_7,True
202302010448_8,True
202302010450_3,True
202302010454_1,True
202302010456_3,True
202302010540_3,True
202302010542_12,True
202302011344_4,False
202302011352_20,False
202302011352_4,False
202302020158_7,True
202302020210_11,True
202302020210_4,True
202302020210_7,True
202302020210_8,True
202302020218_31,True
202302020224_11,True
202302020226_5,True
202302020228_10,True
202302020228_18,True
202302020228_2,True
202302020308_14,True
202302020310_2,True
202302021414_1,False
202302030206_5,True
202302030224_2,True
202302030228_6,False
202302070024_7,True
202302070054_36,True
202302070106_10,True
202302070106_14,True
202302070106_15,True
202302070106_18,True
202302070106_2,True
202302070106_20,True
202302070106_4,True
202302070106_5,True
202302070108_10,True
202302070108_11,True
202302070108_12,True
202302070108_13,True
202302070108_4,True
202302070108_8,True
202302070108_9,True
202302070110_8,True
202302070126_12,True
202302070126_6,True
202302070126_7,True
202302070128_4,True
202302070156_1,True
202302070156_12,True
202302070158_14,True
202302070158_9,False
202302070202_4,True
202302070206_1,True
202302070206_11,True
202302070206_13,True
202302070206_15,True
202302070206_16,True
202302070206_22,True
202302070206_3,True
202302070206_6,True
202302070206_8,True
202302070208_11,True
202302070208_12,True
202302070208_15,True
202302070208_2,True
202302070208_4,True
202302070210_1,True
202302070210_11,True
202302070210_15,True
202302070210_2,True
202302070210_8,True
202302070212_8,True
202302070222_8,True
202302070256_10,False
202302070256_4,True
202302070324_6,True
202302070332_5,True
202302070348_16,True
202302070348_21,True
202302070358_14,True
202302070358_5,True
202302070404_7,True
202302070408_8,True
202302070412_9,True
202302070418_11,True
202302070418_12,True
202302070418_6,True
202302070422_8,True
202302070424_20,True
202302070424_9,True
202302070426_6,True
202302070428_10,True
202302070428_12,True
202302070428_2,True
202302070428_3,True
202302070428_4,True
202302070428_9,True
202302070430_14,True
202302070430_4,True
202302070430_6,True
202302070434_11,True
202302070438_5,False
202302070440_10,True
202302070448_11,True
202302070508_5,False
202302070550_8,True
202302070600_7,True
202302070602_6,True
202302140106_12,True
202302140106_3,True
202302140106_4,True
202302140106_7,True
202302140106_9,True
202302140110_3,True
202302140132_5,True
202302140136_9,True
202302140144_6,True
202302140154_1,True
202302140154_10,True
202302140154_8,True
202302140200_15,True
202302140200_23,True
202302140200_5,True
202302140200_6,True
202302140200_7,True
202302140200_9,True
202302140206_10,True
202302140206_13,True
202302140208_14,True
202302140210_9,True
202302140218_16,False
202302140218_17,True
202302140246_8,True
202302140250_6,True
202302140314_14,True
202302140324_11,True
202302140324_9,True
202302140330_3,True
202302140348_10,True
202302140348_2,True
202302140352_8,True
202302140358_10,True
202302140400_10,True
202302140400_2,True
202302140400_3,True
202302140400_9,True
202302140402_17,True
202302140402_20,True
202302140402_21,True
202302140402_24,True
202302140402_29,True
202302140402_37,True
202302140402_7,True
202302140402_8,True
202302140410_7,True
202302140412_8,True
202302140426_2,True
202302140426_7,True
202302140426_8,True
202302140440_4,True
202302140614_8,True
202302141336_19,False
202302141336_8,False
202302141534_9,False
202302150104_14,True
202302150104_2,True
202302150108_5,True
202302150122_1,True
202302150122_12,True
202302150122_2,True
202302150124_11,True
202302150124_8,True
202302150124_9,True
202302150130_11,True
202302150130_13,True
202302150130_18,True
202302150130_2,True
202302150130_3,True
202302150130_7,True
202302150130_9,True
202302150134_4,True
202302150136_15,True
202302150138_12,True
202302150142_6,True
202302150156_20,False
202302150156_25,False
202302150200_9,False
202302150202_15,False
202302150202_16,False
202302150202_2,False
202302150202_3,True
202302150202_5,False
202302150202_7,False
202302150204_12,False
202302150204_17,False
202302150204_18,False
202302150204_7,True
202302150204_8,False
202302150206_1,False
202302150206_15,False
202302150206_16,False
202302150206_17,False
202302150206_21,False
202302150206_22,False
202302150206_23,False
202302150206_25,False
202302150206_3,False
202302150206_7,False
202302150206_8,False
202302150206_9,False
202302150208_1,False
202302150208_4,False
202302150208_7,False
202302150218_16,True
202302150218_4,True
202302150222_16,True
202302150222_34,False
202302150222_8,True
202302150230_9,True
202302150346_4,True
202302150346_6,False
202302150350_11,False
202302150350_13,False
202302150350_14,False
202302150350_4,False
202302150350_6,False
202302150350_7,False
202302150350_8,False
202302150352_1,False
202302150352_10,False
202302150352_14,False
202302150352_17,False
202302150352_18,False
202302150352_2,False
202302150352_6,False
202302150352_7,False
202302150356_17,False
202302150412_5,False
202302150500_7,False
202302160110_5,True
202302160116_10,True
202302160116_11,True
202302160116_13,True
202302160116_16,True
202302160116_18,True
202302160116_2,True
202302160116_22,True
202302160116_23,True
202302160116_28,True
202302160116_29,True
202302160116_3,True
202302160116_4,True
202302160116_9,True
202302160118_2,True
202302160118_28,True
202302160118_33,True
202302160118_7,True
202302160118_8,True
202302160120_1,True
202302160120_13,True
202302160120_17,True
202302160120_19,True
202302160120_20,True
202302160120_21,True
202302160120_22,True
202302160120_26,True
202302160120_28,True
202302160120_29,True
202302160120_31,True
202302160120_33,True
202302160120_5,True
202302160120_7,True
202302160120_8,True
202302160122_14,True
202302160122_15,True
202302160122_7,True
202302160136_11,True
202302160136_13,True
202302160136_19,True
202302160136_22,True
202302160136_23,True
202302160136_3,True
202302160136_47,True
202302160136_7,True
202302160136_8,True
202302160138_11,True
202302160138_15,True
202302160140_11,True
202302160140_12,True
202302160144_12,True
202302160144_20,True
202302160144_24,True
202302160144_28,True
202302160144_3,True
202302160144_8,True
202302160144_9,True
202302160148_3,True
202302160150_7,True
202302160204_9,True
202302160220_11,True
202302160220_15,True
202302160220_6,True
202302160220_7,True
202302160222_8,True
202302160230_1,True
202302160230_15,True
202302160230_18,True
202302160230_7,True
202302160234_5,True
202302160326_6,True
202302160328_7,True
202302160330_4,True
202302160330_6,True
202302160332_1,True
202302160332_13,True
202302160332_5,True
202302160344_6,True
202302160346_2,True
202302160354_10,True
202302160416_4,True
202302160416_5,True
202302160602_5,True
202302170156_9,True
202302170212_10,True
202302170216_5,True
202302170216_6,True
202302170526_45,True
202302210108_4,False
202302210108_6,False
202302210108_9,False
202302210118_5,False
202302210122_5,False
202302210200_15,True
202302210202_7,True
202302210202_9,True
202302210208_13,True
202302210208_16,True
202302210208_21,True
202302210208_22,True
202302210208_23,True
202302210208_3,True
202302210210_1,True
202302210210_2,True
202302210210_3,True
202302210218_11,True
202302210218_21,True
202302210228_2,True
202302210242_5,True
202302210244_1,True
202302210306_7,True
202302210340_7,True
202302210342_1,True
202302210342_9,True
202302210344_10,True
202302210358_4,True
202302210406_3,True
202302210508_12,False
202302210508_7,False
202302210508_9,False
202302210536_2,False
202302210548_13,False
202302210548_14,False
202302220156_7,True
202302220210_6,True
202302220214_2,True
202302220310_1,True
202302220310_7,True
202302220510_3,False
202302220516_2,False
202302220620_6,True
202302221022_5,False
202302221024_34,True
202302221024_48,False
202302221024_57,False
202302221026_12,True
202302230112_1,False
202302230114_10,False
202302230114_26,False
202302230114_9,False
202302230116_21,False
202302230116_24,False
202302230116_6,False
202302230116_7,False
202302230154_2,False
202302230204_6,True
202302230208_13,True
202302230208_4,True
202302230208_5,True
202302230214_2,True
202302230228_4,True
202302230228_6,True
202302230230_7,True
202302230234_1,True
202302230234_10,True
202302230234_11,True
202302230234_9,True
202302230236_2,True
202302230242_1,True
202302230244_10,True
202302230244_8,True
202302230248_13,True
202302230248_15,True
202302230248_17,True
202302230248_7,True
202302230256_13,True
202302230304_1,True
202302230304_2,True
202302230304_3,True
202302230316_11,True
202302230334_2,True
202302230338_3,True
202302230404_1,True
202302230404_13,True
202302240058_4,True
202302240110_5,True
202302240132_2,True
202302240204_13,True
202302240204_3,True
202302240210_3,True
202302240212_2,True
202302240214_10,True
202302240246_4,True
202302240246_7,True
202302240248_21,True
202302240250_10,True
202302240250_14,True
202302240250_15,True
202302240250_8,True
202302240250_9,True
202302240252_12,True
202302240252_13,True
202302240252_18,True
202302240252_22,True
202302240252_26,True
202302240252_27,True
202302240252_28,True
202302240252_29,True
202302240252_30,True
202302240252_34,True
202302240252_36,True
202302240252_37,True
202302240252_38,True
202302240252_4,True
202302240252_46,True
202302240252_47,True
202302240252_48,True
202302240252_5,True
202302240252_50,True
202302240252_6,True
202302240252_7,True
202302240252_8,True
202302240254_1,True
202302240254_16,True
202302240254_18,True
202302240254_22,True
202302240254_4,True
202302240258_2,True
202302240300_1,True
202302240300_2,True
202302240304_2,True
202302240304_8,True
202302240304_9,True
202302240306_14,True
202302240306_15,True
202302240306_17,True
202302240308_7,True
202302240310_3,True
202302240314_14,True
202302240314_2,True
202302240316_12,True
202302240316_8,True
202302240320_10,True
202302240332_15,True
202302240406_6,True
202302240424_10,True
202302240518_3,True
202302240542_10,True
202302240542_3,True
202302240542_6,True
202302240544_15,True
202302240544_20,True
202302240544_27,True
202302240600_3,True
202302240602_12,True
202302240602_8,True
202302240620_11,True
202302240632_5,True
202302270104_4,True
202302271410_3,False
202302280040_2,True
202302280044_1,True
202302280044_8,True
202302280104_9,True
202302280154_9,True
202302280202_10,True
202302280204_11,True
202302280204_16,True
202302280204_19,True
202302280204_7,True
202302280204_9,False
202302280206_1,True
202302280206_12,True
202302280206_6,True
202302280206_7,True
202302280208_1,True
202302280208_10,True
202302280208_16,True
202302280208_18,True
202302280208_19,True
202302280208_3,False
202302280208_7,True
202302280208_9,True
202302280210_12,False
202302280210_19,False
202302280210_20,False
202302280212_14,False
202302280212_27,False
202302280212_33,False
202302280216_28,False
202302280216_29,False
202302280238_1,True
202302280238_11,True
202302280238_12,True
202302280238_16,True
202302280238_9,True
202302280240_17,True
202302280240_18,True
202302280240_3,True
202302280240_4,True
202302280240_8,True
202302280242_14,True
202302280242_18,True
202302280242_9,True
202302280244_1,False
202302280246_15,True
202302280246_21,False
202302280318_1,True
202302280318_10,True
202302280346_24,True
202302280346_4,True
202302280454_10,True
202302280454_11,True
202302280510_6,True
202302280512_6,True
202303010104_15,True
202303010104_3,True
202303010106_16,True
202303010206_5,True
202303010206_8,True
202303010206_9,True
202303010208_12,True
202303010208_17,True
202303010612_13,False
202303010614_1,False
202303010614_4,False
202303010614_8,False
202303010622_6,False
202303011356_4,False
202303011446_10,False
202303020102_10,True
202303020102_4,True
202303020102_6,True
202303020102_9,True
202303020104_13,True
202303020104_2,True
202303020106_10,True
202303020106_14,True
202303020106_15,True
202303020106_17,True
202303020106_19,True
202303020106_20,True
202303020106_22,True
202303020106_25,True
202303020106_26,True
202303020106_3,True
202303020106_6,True
202303020112_7,True
202303020116_1,True
202303020116_3,True
202303020118_14,True
202303020120_10,True
202303020204_4,True
202303020204_7,True
202303020214_10,True
202303020214_2,True
202303020214_4,True
202303020216_4,True
202303020220_10,True
202303020222_4,True
202303020228_2,True
202303020230_3,True
202303020234_10,True
202303020234_7,True
202303020236_2,True
202303020238_5,True
202303020246_5,True
202303030108_20,True
202303030108_26,True
202303030110_6,True
202303030112_6,True
202303030112_9,True
202303030116_3,True
202303030120_2,True
202303030206_5,True
202303030206_6,True
202303030212_8,True
202303030216_6,True
202303030220_10,True
202303030220_15,True
202303030220_18,True
202303030220_6,True
202303030222_6,True
202303030226_4,True
202303030234_1,True
202303030234_22,True
202303030234_25,True
202303030234_6,True
202303030234_8,True
202303030240_3,True
202303030248_7,True
202303030308_2,True
202303030310_2,True
202303030310_7,True
202303030320_9,True
202303030416_4,True
202303030426_4,True
202303031412_13,False
202303031416_10,False
202303070044_3,True
202303070204_2,True
202303070204_6,True
202303070206_1,True
202303070206_7,True
202303070206_9,True
202303070208_5,True
202303070402_6,True
202303070402_7,True
202303070522_1,True
202303070614_1,False
202303070616_6,False
202303080206_3,True
202303080208_4,True
202303080216_2,True
202303090200_7,True
202303090202_3,True
202303090202_4,True
202303090202_7,True
202303090204_8,True
202303090204_9,True
202303090218_4,True
202303090218_5,True
202303090218_7,True
202303090240_9,False
202303090306_3,True
202303090322_13,True
202303090322_16,True
202303090322_22,True
202303090322_24,True
202303090322_31,True
202303090322_6,True
202303090326_27,True
202303090326_5,True
202303090338_9,True
202303090510_8,True
202303100052_8,True
202303100056_10,True
202303100056_9,True
202303100058_1,True
202303100058_6,True
202303100100_1,True
202303100100_10,True
202303100100_13,True
202303100100_16,True
202303100100_20,True
202303100100_21,True
202303100100_22,True
202303100100_4,True
202303100100_7,True
202303100100_8,True
202303100102_11,True
202303100102_13,True
202303100102_15,True
202303100102_16,True
202303100102_19,True
202303100102_3,True
202303100102_5,True
202303100102_7,True
202303100104_1,True
202303100104_11,True
202303100104_3,True
202303100106_11,True
202303100106_19,True
202303100106_2,True
202303100106_22,True
202303100106_27,True
202303100106_30,True
202303100108_21,True
202303100108_30,True
202303100110_10,True
202303100110_2,True
202303100110_5,True
202303100114_2,True
202303100114_3,True
202303100114_6,True
202303100116_1,True
202303100148_2,True
202303100148_9,True
202303100252_1,True
202303100324_1,True
202303100412_8,True
202303100418_3,True
202303100420_13,True
202303100422_8,True
202303100810_12,False
202303100914_7,False
202303101042_12,False
202303140104_3,True
202303140112_2,True
202303140112_6,True
202303140200_3,True
202303140202_3,True
202303140204_6,False
202303140206_18,False
202303140208_10,True
202303140210_16,False
202303140210_18,False
202303140210_3,False
202303140212_13,False
202303140212_15,False
202303140212_18,False
202303140212_19,False
202303140212_2,False
202303140212_21,False
202303140212_22,False
202303140212_23,False
202303140212_25,False
202303140212_26,False
202303140212_27,False
202303140212_3,False
202303140212_32,False
202303140212_36,False
202303140212_37,False
202303140212_39,False
202303140212_40,False
202303140212_41,False
202303140212_47,False
202303140212_48,False
202303140212_6,False
202303140214_14,False
202303140214_18,False
202303140214_20,False
202303140214_7,False
202303140216_10,False
202303140216_18,False
202303140218_12,False
202303140218_16,False
202303140218_5,False
202303140218_8,False
202303140220_2,False
202303140230_7,False
202303140234_12,False
202303140234_5,False
202303140242_11,False
202303140246_1,False
202303140246_11,False
202303140354_5,False
202303140354_6,False
202303140354_7,False
202303140358_11,False
202303140400_13,False
202303140412_1,True
202303140414_12,False
202303140416_3,False
202303140418_6,False
202303140442_3,False
202303150058_11,True
202303150104_1,True
202303150104_12,True
202303150104_3,True
202303150104_5,True
202303150104_6,True
202303150104_8,True
202303150104_9,True
202303150106_2,True
202303150108_2,True
202303150130_1,True
202303150146_5,True
202303150152_10,True
202303150158_4,True
202303150202_15,True
202303150202_4,True
202303150204_3,True
202303150204_6,True
202303150204_8,True
202303150206_14,True
202303150212_8,True
202303150304_5,True
202303150324_9,True
202303150328_2,True
202303150442_14,True
202303150444_2,True
202303150444_7,True
202303160106_1,True
202303160106_5,True
202303160112_2,True
202303160112_3,True
202303160112_6,True
202303160120_9,True
202303160122_13,True
202303160130_1,True
202303160132_1,True
202303160132_11,True
202303160132_13,True
202303160132_2,True
202303160132_21,True
202303160132_3,True
202303160132_6,True
202303160134_2,True
202303160134_7,True
202303160136_11,True
202303160138_13,True
202303160138_4,True
202303160150_3,True
202303160154_7,True
202303160156_13,True
202303160156_4,True
202303160156_9,True
202303160158_5,True
202303160208_19,True
202303160208_30,True
202303160236_6,True
202303160244_3,True
202303160248_5,True
202303160252_11,False
202303160252_6,False
202303160254_3,True
202303160256_2,True
202303160256_3,True
202303160304_30,True
202303160356_6,False
202303160408_5,False
202303160612_12,False
202303160612_2,False
202303160612_3,False
202303160612_4,False
202303160618_3,False
202303160618_5,False
202303170100_1,True
202303170104_12,True
202303170104_4,True
202303170104_5,True
202303170104_7,True
202303170104_9,True
202303170106_3,True
202303170106_5,True
202303170110_4,False
202303170110_6,True
202303170110_7,False
202303170112_1,False
202303170112_4,True
202303170114_11,True
202303170114_13,False
202303170114_14,False
202303170114_22,False
202303170114_6,False
202303170116_1,False
202303170116_18,False
202303170116_2,False
202303170116_22,True
202303170116_26,False
202303170116_3,False
202303170116_5,True
202303170116_8,False
202303170118_15,False
202303170126_1,True
202303170126_4,True
202303170234_4,True
202303170254_4,True
202303170324_7,True
202303170324_8,True
202303210046_7,True
202303210058_3,True
202303210104_17,True
202303210118_2,True
202303210200_15,True
202303210200_19,True
202303210200_20,True
202303210200_3,True
202303210202_1,True
202303210202_10,True
202303210202_12,True
202303210202_2,True
202303210202_3,True
202303210204_11,True
202303210204_15,True
202303210204_18,True
202303210204_4,True
202303210206_13,True
202303210208_7,True
202303210210_14,True
202303210210_2,True
202303210210_5,True
202303210214_18,True
202303210214_4,True
202303210224_29,True
202303210226_10,True
202303210226_11,True
202303210230_7,True
202303210234_1,True
202303210234_21,True
202303210234_26,True
202303210234_27,True
202303210236_10,True
202303210236_19,True
202303210236_2,True
202303210242_16,True
202303210246_2,True
202303210300_4,True
202303210300_7,True
202303210302_1,True
202303210304_2,True
202303210306_3,True
202303210310_2,True
202303210316_21,True
202303210318_9,True
202303210320_20,True
202303210322_22,True
202303210334_2,True
202303210350_5,True
202303210404_9,True
202303210422_14,True
202303210422_6,True
202303210426_3,True
202303220226_12,False
202303220236_10,False
202303220236_12,False
202303220236_13,False
202303220236_14,False
202303220236_19,False
202303220236_2,False
202303220236_21,False
202303220236_27,False
202303220238_1,False
202303220238_10,False
202303220238_12,False
202303220238_13,False
202303220238_15,False
202303220238_16,False
202303220238_17,False
202303220238_6,False
202303220240_14,False
202303220240_15,False
202303220240_24,False
202303220240_25,False
202303220240_29,False
202303220240_30,False
202303220240_8,False
202303220242_1,False
202303220242_4,False
202303220246_2,False
202303220256_9,False
202303220258_10,False
202303220258_13,False
202303220258_15,False
202303220258_16,False
202303220258_3,False
202303220258_8,False
202303220300_1,False
202303220300_13,False
202303220300_5,False
202303220302_12,False
202303220312_4,False
202303220322_5,True
202303220344_13,False
202303220344_7,False
202303220416_1,True
202303220418_7,True
202303220420_19,True
202303220420_4,True
202303220420_7,True
202303220420_8,True
202303220420_9,True
202303230102_20,True
202303230104_19,True
202303230220_10,False
202303230222_1,False
202303230222_10,False
202303230222_11,False
202303230222_15,False
202303230222_3,False
202303230222_7,False
202303230224_1,False
202303230224_7,False
202303230228_3,False
202303230232_4,False
202303230234_6,False
202303230240_5,False
202303230324_6,False
202303230330_1,False
202303230342_1,False
202303230342_2,True
202303230424_6,False
202303230426_9,False
202303230430_2,False
202303230434_2,False
202303230436_1,False
202303230450_7,False
202303230654_1,False
202303230654_11,False
202303231406_2,False
202303240054_2,True
202303240104_2,True
202303240106_9,True
202303240154_8,True
202303240158_10,True
202303240202_1,True
202303240202_2,True
202303240204_1,True
202303240204_11,True
202303240204_12,True
202303240204_14,True
202303240204_4,True
202303240204_9,True
202303240206_11,True
202303240206_12,True
202303240206_13,True
202303240206_14,True
202303240206_16,True
202303240206_17,True
202303240206_18,True
202303240206_2,True
202303240206_21,True
202303240206_23,True
202303240206_25,True
202303240206_27,True
202303240206_29,True
202303240206_3,True
202303240206_30,True
202303240206_33,True
202303240206_34,True
202303240206_7,True
202303240208_18,True
202303240208_37,True
202303240208_4,True
202303240208_40,True
202303240210_13,True
202303240210_20,True
202303240210_22,True
202303240210_23,True
202303240210_4,True
202303240210_7,True
202303240212_8,True
202303240218_4,True
202303240218_5,True
202303240218_7,True
202303240218_9,True
202303240220_12,True
202303240220_14,True
202303240220_2,True
202303240220_3,True
202303240220_7,True
202303240222_7,True
202303240224_6,True
202303240224_7,True
202303240226_1,True
202303240232_1,True
202303240240_10,True
202303240240_5,True
202303240240_8,True
202303240242_8,True
202303240244_10,True
202303240244_14,True
202303240252_1,True
202303240252_10,True
202303240252_12,True
202303240252_3,True
202303240252_6,True
202303240252_8,True
202303240256_4,True
202303240256_8,True
202303240300_4,True
202303240304_2,True
202303240308_1,True
202303240308_21,True
202303240324_8,True
202303240328_6,True
202303240332_7,True
202303240342_8,True
202303240344_3,True
202303240344_4,True
202303240344_6,True
202303240354_1,True
202303240400_6,True
202303240402_2,True
202303240402_5,True
202303240420_5,True
202303240424_10,True
202303240424_4,True
202303240424_5,True
202303240526_6,True
202303280102_12,True
202303280102_8,True
202303280104_13,True
202303280104_17,True
202303280104_24,True
202303280104_6,True
202303280106_10,True
202303280118_17,True
202303280118_4,True
202303280118_5,True
202303280118_6,True
202303280120_4,True
202303280122_5,True
202303280124_14,True
202303280138_9,True
202303280142_1,True
202303280142_6,True
202303280144_11,True
202303280146_4,True
202303280148_12,True
202303280148_6,True
202303280150_12,True
202303280156_8,False
202303280200_11,True
202303280202_11,True
202303280202_13,True
202303280202_2,True
202303280202_3,True
202303280202_9,True
202303280204_15,True
202303280204_2,True
202303280204_24,True
202303280204_3,True
202303280204_6,True
202303280204_7,True
202303280204_8,True
202303280206_12,True
202303280206_13,True
202303280206_14,True
202303280206_18,True
202303280206_24,True
202303280206_25,True
202303280206_27,True
202303280206_29,True
202303280206_6,True
202303280206_8,True
202303280206_9,True
202303280208_13,True
202303280208_18,True
202303280208_20,True
202303280208_9,True
202303280210_2,True
202303280212_1,True
202303280212_7,True
202303280216_17,True
202303280216_2,True
202303280218_21,True
202303280218_29,False
202303280220_10,True
202303280220_17,True
202303280220_3,True
202303280220_8,True
202303280224_13,True
202303280228_8,False
202303280232_3,True
202303280352_7,True
202303280354_1,True
202303280354_7,True
202303280356_4,True
202303280358_8,True
202303280400_2,True
202303280406_10,True
202303280410_12,True
202303280412_4,True
202303280424_10,True
202303280536_15,True
202303280542_11,True
202303280542_12,True
202303280542_7,True
202303290114_6,False
202303290122_1,False
202303290128_5,False
202303290156_1,False
202303290200_10,True
202303290200_5,True
202303290208_16,True
202303290224_11,False
202303290224_12,False
202303290224_13,False
202303290224_17,False
202303290224_18,False
202303290224_19,False
202303290224_20,False
202303290224_21,False
202303290224_3,False
202303290224_7,False
202303290224_9,False
202303290226_10,False
202303290226_14,False
202303290226_2,False
202303290226_5,False
202303290226_6,False
202303290226_8,False
202303290228_10,False
202303290228_12,False
202303290228_17,False
202303290228_18,False
202303290228_19,False
202303290232_1,False
202303290234_1,False
202303290234_17,False
202303290238_10,False
202303290238_5,False
202303290430_16,False
202303290436_1,False
202303300218_4,True
202303300256_12,True
202303300300_2,True
202303300302_10,True
